actor_user_id,target_user_id,persona,card_click,full_profile_open,dwell_time_ms,saved_profile,interaction_type,label,relevance_score,reasoning,created_at
32,29,cultural-city-solo,1,1,11600,0,YES,2,75.0,"Emory: museums, photography, walking tours, cultural, city-break, luxury, spontaneous, solo buddy, long-term, EN/ES — strong cultural and city-break overlap with Brayan. Both seek long-term solo companions and share Spanish. Luxury vs moderate is the key gap but the shared language, cultural depth and solo format win a solid YES.",2026-05-04T00:21:01.399522
33,27,party-city-group,1,1,8700,0,YES,2,64.0,"Sloane: hiking, road trips, photography, budget, spontaneous, ambivert — shared budget and spontaneous flexible energy resonate with Cameron. Adventure vs party is a vibe gap but the outdoorsy road trip spirit could complement a festival circuit. Cameron gives a casual YES.",2026-05-04T00:21:42.943520
33,25,party-city-group,1,1,9400,0,YES,2,69.0,"Aubrielle: extrovert, spontaneous, moderate, group, museums, photography — shared group travel, spontaneous style and extrovert energy match Cameron's vibe. Adventure vs party is a difference but both are social and outgoing on a similar budget. A relaxed YES.",2026-05-04T00:22:31.570531
33,19,party-city-group,0,0,0,0,NO,0,16.0,"Jasmine: luxury, beach+islands, couple-friendly, relaxation, spontaneous — luxury vs budget, couple vs group, relaxation vs party. Food is the only faint overlap. Cameron doesn't even click. Instant skip.",2026-05-04T00:22:59.807456
33,32,party-city-group,1,0,0,1,SAVE_ONLY,1,43.0,"Brayan: food, city-break, ambivert, moderate — food and city-break are shared ground. Cultural vs party is a difference but Cameron imagines they could share a food tour. Saves without opening the full profile — latent interest for a possible casual city hangout.",2026-05-04T00:24:03.731770
33,11,party-city-group,1,0,0,0,NO,0,28.0,"John: cafes, hiking, museums, historic cities, culture, long-term partner, moderate — thoughtful cultural solo traveler vs Cameron's budget party group city-breaker. Different intent, different energy, different activities beyond food. Card clicked out of mild curiosity, swiped away once the profile loaded.",2026-05-04T00:25:24.772917
34,45,party-beach-group,0,0,0,0,NO,0,18.0,"Tiffany: extreme sports, strict itinerary, mountains — opposite energy to Jamie's beach/nightlife/party spontaneous vibe. No shared activities or destination type. Skip.",2026-05-04T00:58:42.448855
34,49,party-beach-group,1,1,9200,0,YES,2,67.0,"Kelsey: beach, festivals, food, nightlife, shopping, city-break, party, group — near-perfect activity and vibe match with Jamie. Both spontaneous group party travelers. Introvert vs ambivert is a minor gap. Solid YES.",2026-05-04T01:03:42.474644
34,44,party-beach-group,1,1,16400,1,SUPER_LIKE,3,88.0,"Harrison: beach, nightlife, road trips, beach+city, party, group, spontaneous, budget, extrovert — nearly identical DNA to Jamie. Same budget, same party energy, same destination types, same group preference. SUPER_LIKE with max dwell and save.",2026-05-04T01:14:48.392482
34,38,party-beach-group,0,0,0,0,NO,0,22.0,"Quinton: introvert, strict, museums/food, wants group vacation but energy is quiet and structured — clashes with Jamie's loud spontaneous party scene. Skip.",2026-05-04T01:14:58.388097
34,53,party-beach-group,0,0,0,0,NO,0,19.0,"Kamilah: introvert, photography/road trips, countryside+mountains, weekend escapes — introverted nature photographer seeking quiet adventures is misaligned with Jamie's beach party group lifestyle. Instant skip.",2026-05-04T01:15:08.395272
35,36,budget-introvert-solo,0,0,0,0,NO,0,21.0,"Khalil: luxury, extrovert, beach+photography, mountains — budget clash is severe, extrovert vs introvert is draining. No shared activities beyond outdoor interests. Magdalena skips without clicking.",2026-05-04T01:15:20.390289
35,52,budget-introvert-solo,1,1,8600,0,YES,2,64.0,"Jakob: hiking, museums, road trips, countryside+mountains, spontaneous, moderate, group — shared hiking and countryside destinations. Budget gap (moderate vs budget-friendly) is mild. Magdalena is drawn to the outdoor focus and reads the full profile. YES.",2026-05-04T01:19:13.429658
35,27,budget-introvert-solo,1,1,10100,0,YES,2,71.0,"Sloane: hiking, hostels, photography, countryside+mountains, adventure, budget, spontaneous — shared hiking, budget, and outdoor destinations. Ambivert vs introvert is mild friction. Magdalena finds genuine alignment and gives YES.",2026-05-04T01:19:34.383571
35,18,budget-introvert-solo,1,0,0,1,SAVE_ONLY,1,44.0,"Ty: introvert, flexible, cafe-hopping, museums, cultural, solo buddy — shared introvert energy and solo travel format appeal to Magdalena. City-break vs countryside and moderate vs budget are mismatches. Saves speculatively for a potential quiet museum day.",2026-05-04T01:19:52.395146
35,39,budget-introvert-solo,0,0,0,0,NO,0,28.0,"Gianna: extrovert, hostels, road trips, photography, backpacking solo — extrovert energy and backpacking intensity too high for Magdalena's quiet countryside reading escapes. Skip.",2026-05-04T01:20:02.394075
36,43,luxury-extrovert-solo,1,1,10400,0,YES,2,72.0,"Heaven: luxury, flexible, ambivert, cafe-hopping, hiking, photography, city-break, solo, long-term — luxury tier, photography and hiking overlap strongly with Khalil. City-break vs mountains is a mild gap but the solo format and budget match well. Solid YES.",2026-05-04T01:20:42.418327
36,51,luxury-extrovert-solo,1,0,0,1,SAVE_ONLY,1,46.0,"Kiara: hostels, photography, countryside+mountains, budget, spontaneous — photography and mountains overlap. Budget gap (luxury vs budget) and group vs solo are concerns. Khalil saves without committing — latent interest for a photography hike companion.",2026-05-04T01:22:51.716259
36,52,luxury-extrovert-solo,1,1,9300,0,YES,2,68.0,"Jakob: hiking, photography, road trips, countryside+mountains, spontaneous, moderate — shared photography, hiking and mountain destinations. Budget gap manageable. Khalil reads the full profile and gives YES for the outdoor adventure alignment.",2026-05-04T01:23:19.390758
36,39,luxury-extrovert-solo,0,0,0,0,NO,0,29.0,"Gianna: moderate, hostels, backpacking, road trips — budget gap and hostel/backpacking style clash with Khalil's luxury solo weekend escapes. Skip.",2026-05-04T01:23:29.397341
36,34,luxury-extrovert-solo,0,0,0,0,NO,0,16.0,"Jamie: budget, party/nightlife/beach/festivals, group — completely different budget tier and travel purpose from Khalil's luxury solo photography mountain escapes. Instant skip.",2026-05-04T01:23:38.401678
37,45,cultural-city-solo,0,0,0,0,NO,0,20.0,"Tiffany: extreme sports, festivals, mountains, backpacking — adventure extremes vs cultural city walks. No shared activity or destination type. Skip.",2026-05-04T01:23:49.416423
37,51,cultural-city-solo,0,0,0,0,NO,0,24.0,"Kiara: budget, hostels, countryside+mountains, weekend escapes — budget clash, adventure/outdoor vs cultural city, group vs solo. No alignment. Skip.",2026-05-04T01:24:42.394946
37,53,cultural-city-solo,1,0,0,1,SAVE_ONLY,1,43.0,"Kamilah: photography, road trips, countryside+mountains, introvert, moderate — photography overlap catches Dallas's eye. But adventure/countryside vs cultural city and introvert vs extrovert are gaps. Saves it speculatively without opening the full profile.",2026-05-04T01:31:47.397724
37,40,cultural-city-solo,1,1,10700,0,YES,2,74.0,"Bradley: cafe-hopping, city walks, city-break, ambivert, solo buddy, long-term travel, EN/ES — strong city-break and solo format alignment with Dallas. Strict vs strict planning match. Budget gap (budget vs moderate) is mild. Dallas reads the full profile and gives YES.",2026-05-04T01:32:09.387069
37,52,cultural-city-solo,0,0,0,0,NO,0,31.0,"Jakob: festivals, hiking, road trips, countryside+mountains, adventure, group — outdoor adventure group traveler vs Dallas's structured cultural city-break solo style. No meaningful overlap. Skip.",2026-05-04T01:32:18.386983
38,49,moderate-beach-group,1,1,9800,0,YES,2,69.0,"Kelsey: beach, food, shopping, city-break, group, moderate, flexible — shared beach+city destinations, food, and group format match Quinton well. Introvert vs introvert is fine. Party vs relaxation is a gap but activity overlap wins. YES.",2026-05-04T01:32:42.481407
38,44,moderate-beach-group,1,1,7600,0,YES,2,63.0,"Harrison: beach, road trips, beach+city, group, spontaneous, extrovert — shared beach destination and group intent. Budget gap (budget vs moderate) and party vs relaxation are mild clashes. Activity and destination overlap enough for a YES.",2026-05-04T01:33:34.398229
38,50,moderate-beach-group,0,0,0,0,NO,0,25.0,"Remy: extreme sports, hiking, road trips, mountains+countryside, adventure, long-term — outdoor adventure extremes vs Quinton's beach/food/museum relaxation. No shared destination type or activity. Skip.",2026-05-04T01:33:44.400463
38,36,moderate-beach-group,1,0,0,1,SAVE_ONLY,1,41.0,"Khalil: luxury, beach, photography, mountains, solo, extrovert — beach overlap is appealing but luxury vs moderate and solo vs group are mismatches. Quinton saves speculatively for the beach connection.",2026-05-04T01:34:00.394491
38,53,moderate-beach-group,0,0,0,0,NO,0,17.0,"Kamilah: introvert, photography/road trips, countryside+mountains, weekend escapes — no beach, no food, no museums, introverted vs group orientation. Nothing clicks for Quinton. Skip.",2026-05-04T01:34:09.392349
39,47,adventure-road-solo,1,1,17800,1,SUPER_LIKE,3,91.0,"Tessa: cafe-hopping, extreme sports, road trips, countryside+mountains, adventure, spontaneous, extrovert, moderate, long-term — road trips, cafe culture, mountains+countryside, moderate budget, extrovert energy, and adventure experience all align perfectly with Gianna. SUPER_LIKE with max dwell and save.",2026-05-04T01:36:42.483852
39,48,adventure-road-solo,1,1,11200,0,YES,2,78.0,"Lawrence: festivals, hiking, road trips, countryside+mountains, adventure, budget, flexible, ambivert, group, backpacking — road trips, countryside+mountains and adventure overlap strongly. Budget gap (moderate vs budget) is mild. Group vs solo is a gap but Gianna is open. YES.",2026-05-04T01:37:58.382983
39,51,adventure-road-solo,1,1,8400,0,YES,2,65.0,"Kiara: hostels, photography, countryside+mountains, adventure, budget, spontaneous, ambivert — shared outdoor destinations, adventure, and hostels. Budget gap (moderate vs budget) mild. Photography and spontaneous style align. YES.",2026-05-04T01:38:18.400286
39,38,adventure-road-solo,0,0,0,0,NO,0,23.0,"Quinton: introvert, strict, beach/food/museums, relaxation — structured relaxation vs Gianna's spontaneous adventure backpacking. No shared destination type or activity energy. Skip.",2026-05-04T01:38:28.387735
39,52,adventure-road-solo,1,1,10600,0,YES,2,70.0,"Jakob: festivals, hiking, museums, road trips, countryside+mountains, adventure, spontaneous, moderate, ambivert, group — road trips, outdoor adventure, and shared moderate budget align well with Gianna. Group vs solo is the main gap but Gianna is open to joining groups. YES.",2026-05-04T01:38:51.386299
40,41,budget-city-solo,1,1,11400,0,YES,2,76.0,"Lucille: cafe-hopping, food, museums, shopping, city-break, extrovert, flexible, moderate, solo buddy — shared cafe culture and city-break focus align well with Bradley. Budget gap (budget vs moderate) mild. City exploration intent matches. YES.",2026-05-04T01:47:40.622617
40,43,budget-city-solo,1,1,9600,0,YES,2,71.0,"Heaven: cafe-hopping, city walks, hiking, photography, city-break, flexible, ambivert, luxury, solo, long-term — cafe culture, city walks and solo long-term format match perfectly. Luxury vs budget is the main gap but Bradley reads the full profile and decides the activity alignment wins. YES.",2026-05-04T01:48:13.158066
40,47,budget-city-solo,0,0,0,0,NO,0,26.0,"Tessa: extreme sports, road trips, countryside+mountains, adventure, group — outdoor adventure vs Bradley's cafe-city walks. Completely different destinations and activities. Skip.",2026-05-04T01:48:32.373299
40,44,budget-city-solo,0,0,0,0,NO,0,18.0,"Harrison: beach, nightlife, party, group, spontaneous — party/beach group energy vs Bradley's structured solo city-walk style. Strict vs spontaneous and city-walk vs nightlife are deal-breakers. Skip.",2026-05-04T01:48:51.743634
40,52,budget-city-solo,1,0,0,1,SAVE_ONLY,1,47.0,"Jakob: festivals, hiking, museums, road trips, countryside+mountains, adventure, moderate — museums are a shared interest but outdoor adventure focus vs city-break is a mismatch. Bradley saves it on the museums overlap without fully committing.",2026-05-04T01:49:35.535367
41,34,foodie-city-solo,0,0,0,0,NO,0,22.0,"Jamie: budget, party, nightlife, festivals, beach, group — party beach group vs Lucille's city foodie solo exploration. Budget clash too. Skip.",2026-05-04T01:50:07.889465
41,50,foodie-city-solo,0,0,0,0,NO,0,28.0,"Remy: extreme sports, hiking, road trips, mountains, adventure — outdoor adventure extremes vs Lucille's cafe/museum city foodie focus. No shared activities or destinations. Skip.",2026-05-04T01:50:37.494996
41,38,foodie-city-solo,1,0,0,1,SAVE_ONLY,1,48.0,"Quinton: food, museums, beach+city, moderate, group — food and museums overlap appeal to Lucille. Introvert vs extrovert and group vs solo are mismatches. Saves speculatively without opening the full profile.",2026-05-04T01:51:47.067971
41,40,foodie-city-solo,1,1,10200,0,YES,2,73.0,"Bradley: cafe-hopping, city walks, city-break, ambivert, solo buddy, long-term — cafe culture, city-break and solo long-term match Lucille well. Budget gap (budget vs moderate) mild. Extrovert appreciates the city-stroller energy. YES.",2026-05-04T01:53:17.324908
41,43,foodie-city-solo,1,1,12800,0,YES,2,79.0,"Heaven: cafe-hopping, city walks, hiking, photography, city-break, luxury, ambivert, flexible, solo, long-term — cafe culture, city walks and solo long-term format match Lucille excellently. Budget gap (luxury vs moderate) is friction but activity alignment is compelling. YES.",2026-05-04T01:55:07.003072
42,39,adventure-mountains-group,1,1,8900,0,YES,2,66.0,"Gianna: food, hostels, photography, road trips, countryside+mountains, adventure, moderate, flexible — shared hostels, mountains+countryside and adventure align with Kristian. Extrovert vs introvert is manageable on a group trip. YES.",2026-05-04T01:57:27.020984
42,45,adventure-mountains-group,1,1,10500,0,YES,2,72.0,"Tiffany: extreme sports, festivals, mountains, adventure, moderate, ambivert, group, backpacking — mountains, adventure and group format align strongly with Kristian. Strict vs strict planning is a plus. YES.",2026-05-04T02:00:29.602627
42,48,adventure-mountains-group,1,1,18200,1,SUPER_LIKE,3,87.0,"Lawrence: hiking, road trips, festivals, countryside+mountains, adventure, budget, flexible, ambivert, group, backpacking — hiking, mountains, adventure and group backpacking are an almost perfect match for Kristian. Planning style differs (strict vs flexible) but everything else aligns. Max dwell, saved, SUPER_LIKE.",2026-05-04T17:11:50.045045
42,50,adventure-mountains-group,1,1,9100,0,YES,2,68.0,"Remy: extreme sports, hiking, road trips, countryside+mountains, adventure, moderate, flexible, extrovert, group, long-term — hiking, mountains, adventure and group travel all align strongly. Planning style difference (strict vs flexible) is the only notable gap. YES.",2026-05-04T17:12:07.985295
42,52,adventure-mountains-group,0,0,0,0,NO,0,30.0,"Jakob: festivals, museums, road trips — museums and festivals don't resonate with Kristian's focused hiking/mountains approach. Road trips and adventure overlap partially but strict vs spontaneous and group vs group mismatch on style. Skip.",2026-05-04T17:12:18.894177
43,47,luxury-city-solo,0,0,0,0,NO,0,27.0,"Tessa: extreme sports, road trips, countryside+mountains, adventure, group — outdoor extreme adventure group vs Heaven's luxury cafe/photography city solo. No budget, destination or activity alignment. Skip.",2026-05-04T17:12:30.570133
43,48,luxury-city-solo,0,0,0,0,NO,0,21.0,"Lawrence: budget, festivals, hiking, road trips, countryside+mountains, backpacking, group — budget backpacker group adventurer vs Heaven's luxury solo city-break. Budget and destination type are both deal-breakers. Skip.",2026-05-04T17:12:42.948474
43,36,luxury-city-solo,1,1,11300,0,YES,2,70.0,"Khalil: luxury, flexible, extrovert, beach/photography, mountains, solo, weekend escape — shared luxury tier, photography and flexible solo travel. City-break vs mountains is a gap but Heaven is open to mountain day trips. YES.",2026-05-04T17:13:18.283373
43,39,luxury-city-solo,1,0,0,1,SAVE_ONLY,1,52.0,"Gianna: food, photography, hostels, road trips, countryside+mountains — photography and food interest appeal to Heaven. Budget gap (luxury vs moderate) and backpacking style vs luxury city are hesitations. Saves to revisit without committing.",2026-05-04T17:13:54.152173
43,45,luxury-city-solo,0,0,0,0,NO,0,19.0,"Tiffany: extreme sports, festivals, mountains, strict, backpacking, group — adventure extremes and group format clash with Heaven's luxurious solo city photography. No alignment. Skip.",2026-05-04T17:14:15.735201
44,34,party-beach-group,1,1,15900,1,SUPER_LIKE,3,86.0,"Jamie: beach, cafe-hopping, festivals, food, nightlife, beach+city, party, group, spontaneous, budget, ambivert — near-perfect DNA mirror. Same budget, same party energy, same destinations, same group preference. Harrison SUPER_LIKEs immediately.",2026-05-04T17:15:19.960767
44,46,party-beach-group,1,1,10600,0,YES,2,75.0,"Keenan: beach, festivals, nightlife, beach, party, group, extrovert, luxury, flexible — shared beach+party+group+festivals. Budget gap (budget vs luxury) is the only friction. Activity and vibe alignment is strong. YES.",2026-05-04T17:16:11.378781
44,49,party-beach-group,1,1,8300,0,YES,2,67.0,"Kelsey: beach, festivals, food, nightlife, shopping, city-break, party, group, moderate — shared beach+nightlife+party+group. Introvert vs extrovert is a mild tension but the activity overlap is strong. YES.",2026-05-04T17:16:36.384563
44,38,party-beach-group,0,0,0,0,NO,0,20.0,"Quinton: introvert, strict, museums, relaxation — structured museum-goer vs Harrison's spontaneous beach party group. No shared energy or activity. Skip.",2026-05-04T17:16:45.380949
44,53,party-beach-group,0,0,0,0,NO,0,15.0,"Kamilah: introvert, photography, road trips, countryside+mountains, weekend escapes — quiet introvert photographer vs Harrison's loud party beach group. Completely different energy and destinations. Skip.",2026-05-04T17:16:55.392677
45,47,adventure-mountains-group,1,1,10800,0,YES,2,74.0,"Tessa: extreme sports, road trips, countryside+mountains, adventure, spontaneous, extrovert, moderate, group, long-term — shared extreme sports, mountains, adventure and group. Strict vs spontaneous is a gap but activity overlap is strong. YES.",2026-05-04T17:20:39.452394
45,38,adventure-mountains-group,0,0,0,0,NO,0,21.0,"Quinton: introvert, strict, beach/food/museums, relaxation — structured beach relaxation vs Tiffany's extreme sports mountain adventure. No shared activity or destination. Skip.",2026-05-04T17:27:16.389215
45,52,adventure-mountains-group,1,1,9400,0,YES,2,69.0,"Jakob: festivals, hiking, museums, road trips, countryside+mountains, adventure, moderate, spontaneous, group — festivals, mountains, adventure and group travel align strongly with Tiffany. Strict vs spontaneous is a gap but the outdoor adventure energy is compelling. YES.",2026-05-04T17:27:38.393788
45,48,adventure-mountains-group,1,1,11600,0,YES,2,73.0,"Lawrence: festivals, hiking, road trips, countryside+mountains, adventure, budget, flexible, group, backpacking — festivals, mountains and group adventure align strongly. Budget gap (moderate vs budget) is mild. Solid YES.",2026-05-04T17:28:39.384354
45,50,adventure-mountains-group,1,1,10200,0,YES,2,77.0,"Remy: extreme sports, hiking, road trips, countryside+mountains, adventure, moderate, extrovert, group, long-term — extreme sports, mountains and group adventure are a strong match for Tiffany. Planning difference (strict vs flexible) is mild friction. YES.",2026-05-04T17:49:38.059941
46,44,luxury-party-group,1,1,11800,0,YES,2,72.0,"Harrison: beach, nightlife, road trips, beach+city, party, group, spontaneous, extrovert — shared beach+nightlife+party+group+spontaneous energy. Budget gap (budget vs luxury) is friction but the vibe alignment is very strong. YES.",2026-05-04T17:50:03.049692
46,34,luxury-party-group,1,1,9700,0,YES,2,66.0,"Jamie: beach, cafe-hopping, festivals, nightlife, beach+city, party, group, spontaneous, budget — beach+party+festivals+group are a strong match. Budget gap (luxury vs budget) noted but activity alignment wins. YES.",2026-05-04T17:52:39.116901
46,49,luxury-party-group,1,1,8900,0,YES,2,70.0,"Kelsey: beach, festivals, food, nightlife, shopping, city-break, party, group, moderate — beach+nightlife+party+group align well. Budget gap (luxury vs moderate) mild. Introvert vs extrovert is friction but activity match carries it. YES.",2026-05-04T17:57:39.058692
46,36,luxury-party-group,1,0,0,1,SAVE_ONLY,1,45.0,"Khalil: luxury, beach, photography, mountains, solo, extrovert — shared luxury and beach. Solo vs group and mountains vs beach as primary destination are mismatches. Keenan saves on the luxury+beach overlap without committing.",2026-05-04T18:01:24.416831
46,47,luxury-party-group,0,0,0,0,NO,0,24.0,"Tessa: extreme sports, road trips, countryside+mountains, adventure — outdoor adventure group vs Keenan's luxury beach party scene. No shared destination or budget. Skip.",2026-05-04T18:01:40.906327
47,50,adventure-road-group,1,1,16600,1,SUPER_LIKE,3,90.0,"Remy: extreme sports, hiking, road trips, countryside+mountains, adventure, moderate, flexible, extrovert, group, long-term — near-perfect DNA match. Shared extreme sports, road trips, mountains, moderate budget, extrovert group long-term travel. Planning spontaneous vs flexible is negligible. Max dwell, saved, SUPER_LIKE.",2026-05-04T18:02:10.905872
47,39,adventure-road-group,1,1,10400,0,YES,2,76.0,"Gianna: food, hostels, photography, road trips, countryside+mountains, adventure, moderate, flexible, extrovert — shared road trips, mountains, adventure and moderate budget. Solo vs group is the main gap but Tessa is open to smaller arrangements. YES.",2026-05-04T18:03:38.996113
47,48,adventure-road-group,1,1,9800,0,YES,2,74.0,"Lawrence: festivals, hiking, road trips, countryside+mountains, adventure, budget, flexible, ambivert, group, backpacking — road trips, mountains, adventure and group format align strongly. Budget gap (moderate vs budget) mild. YES.",2026-05-04T18:08:38.951942
47,43,adventure-road-group,0,0,0,0,NO,0,28.0,"Heaven: luxury, cafe/city walks, city-break, solo, long-term — luxury city solo vs Tessa's moderate outdoor adventure group. Budget, destination and format all clash. Skip.",2026-05-04T18:10:38.964001
47,38,adventure-road-group,0,0,0,0,NO,0,19.0,"Quinton: introvert, strict, beach/food/museums, relaxation — structured relaxation vs Tessa's spontaneous outdoor extreme adventure. No shared destination or energy. Skip.",2026-05-04T18:11:33.839922
48,47,budget-adventure-group,1,1,12100,0,YES,2,77.0,"Tessa: extreme sports, cafe-hopping, road trips, countryside+mountains, adventure, moderate, spontaneous, extrovert, group, long-term — road trips, mountains, adventure and group long-term align strongly. Budget gap (budget vs moderate) mild. Lawrence gives YES.",2026-05-04T18:11:59.829127
48,50,budget-adventure-group,1,1,11300,0,YES,2,73.0,"Remy: extreme sports, hiking, road trips, countryside+mountains, adventure, moderate, flexible, extrovert, group, long-term — hiking, road trips, mountains and group adventure align strongly with Lawrence. Budget gap (budget vs moderate) minor. YES.",2026-05-04T18:18:56.506429
48,39,budget-adventure-group,1,1,9600,0,YES,2,71.0,"Gianna: food, hostels, photography, road trips, countryside+mountains, adventure, moderate, flexible, extrovert — hostels, road trips and outdoor adventure overlap well. Budget gap mild. Solo vs group is manageable. YES.",2026-05-04T18:19:19.072638
48,35,budget-adventure-group,1,0,0,1,SAVE_ONLY,1,44.0,"Magdalena: budget, flexible, introvert, hiking, reading, countryside, solo — shared budget and hiking interest. But introvert+solo vs group and relaxation vs adventure are mismatches. Lawrence saves it as a potential quiet hiking companion without committing.",2026-05-04T18:19:48.957499
48,53,budget-adventure-group,0,0,0,0,NO,0,26.0,"Kamilah: introvert, photography/road trips, countryside+mountains, moderate, spontaneous — introvert solo vs group and moderate vs budget are gaps. Photography and countryside overlap partially but insufficient for Lawrence's group backpacking energy. Skip.",2026-05-04T18:20:03.688564
49,46,party-city-group,1,1,10700,0,YES,2,68.0,"Keenan: beach, festivals, nightlife, beach, party, group, luxury, extrovert — shared beach+festivals+nightlife+party+group. Budget gap (luxury vs moderate) and extrovert vs introvert are mild clashes. Activity alignment is very strong. YES.",2026-05-04T18:20:46.030475
49,38,party-city-group,0,0,0,0,NO,0,23.0,"Quinton: introvert, strict, museums, relaxation — museum relaxation vs Kelsey's party city lifestyle. No shared energy. Skip.",2026-05-04T18:21:06.458647
49,39,party-city-group,0,0,0,0,NO,0,20.0,"Gianna: hostels, road trips, countryside+mountains, backpacking, adventure — outdoor backpacking vs Kelsey's city party scene. Destination and activity are entirely different. Skip.",2026-05-04T18:21:29.112565
49,44,party-city-group,1,1,9100,0,YES,2,65.0,"Harrison: beach, nightlife, road trips, beach+city, party, group, spontaneous, extrovert, budget — shared beach+nightlife+party+group. Extrovert vs introvert is mild friction but activity and intent alignment is strong. YES.",2026-05-04T18:22:26.785381
49,52,party-city-group,1,0,0,1,SAVE_ONLY,1,42.0,"Jakob: festivals, hiking, museums, road trips, adventure, moderate, group — festivals and food overlap draw Kelsey in. But outdoor adventure focus vs city party and spontaneous vs city nightlife are mismatches. Saves speculatively for the festivals overlap.",2026-05-04T18:23:32.785834
50,47,adventure-road-group,1,1,17400,1,SUPER_LIKE,3,90.0,"Tessa: cafe-hopping, extreme sports, road trips, countryside+mountains, adventure, moderate, spontaneous, extrovert, group, long-term — near-perfect DNA match. Shared extreme sports, road trips, mountains, moderate budget, extrovert group long-term intent. Max dwell, saved, SUPER_LIKE.",2026-05-04T18:25:05.558348
50,51,adventure-road-group,1,1,7800,0,YES,2,67.0,"Kiara: hostels, photography, countryside+mountains, adventure, budget, spontaneous, ambivert, group — shared outdoor destinations, adventure and group intent. Budget gap (moderate vs budget) mild. Photography adds a creative angle Remy appreciates. YES.",2026-05-04T18:26:55.803993
50,52,adventure-road-group,1,1,10900,0,YES,2,74.0,"Jakob: festivals, hiking, museums, road trips, countryside+mountains, adventure, moderate, spontaneous, ambivert, group — hiking, road trips, mountains and group adventure align strongly. Same moderate budget. YES.",2026-05-04T18:29:13.835650
50,39,adventure-road-group,1,1,9200,0,YES,2,72.0,"Gianna: food, hostels, photography, road trips, countryside+mountains, adventure, moderate, flexible, extrovert — shared road trips, mountains, adventure, extrovert energy and moderate budget. Solo vs group is the only gap. Remy gives YES.",2026-05-04T18:32:24.879787
50,48,adventure-road-group,0,0,0,0,NO,0,34.0,"Lawrence: budget, festivals, hiking, group — hiking and group overlap but budget vs moderate gap and backpacking hostels vs Remy's moderate adventure style are friction. After four strong matches Remy is selective and passes. NO.",2026-05-04T18:32:35.615489
51,43,budget-adventure-group,0,0,0,0,NO,0,24.0,"Heaven: luxury, city-break, cafe/city walks, solo, long-term — luxury city solo vs Kiara's budget outdoor group weekend escapes. Budget, destination and format all clash. Instant skip.",2026-05-04T18:32:47.745867
51,47,budget-adventure-group,1,1,9400,0,YES,2,67.0,"Tessa: extreme sports, road trips, countryside+mountains, adventure, spontaneous, extrovert, moderate, group — mountains, adventure and group format align strongly with Kiara. Budget gap (budget vs moderate) mild. Spontaneous style matches perfectly. YES.",2026-05-04T18:33:15.667495
51,52,budget-adventure-group,1,1,11100,0,YES,2,71.0,"Jakob: festivals, hiking, museums, road trips, countryside+mountains, adventure, moderate, spontaneous, group — hiking, mountains, adventure and group format align well. Budget gap (budget vs moderate) mild. Spontaneous style matches. YES.",2026-05-04T18:33:45.814225
51,50,budget-adventure-group,1,1,10300,0,YES,2,69.0,"Remy: extreme sports, hiking, road trips, countryside+mountains, adventure, moderate, extrovert, group — shared outdoor adventure, mountains and group format. Budget gap (budget vs moderate) mild. Extrovert vs ambivert manageable. YES.",2026-05-04T18:34:26.001806
51,36,budget-adventure-group,1,0,0,1,SAVE_ONLY,1,46.0,"Khalil: luxury, beach, photography, mountains, solo, flexible — photography and mountains draw Kiara in. Luxury vs budget and solo vs group are notable gaps. Saves speculatively on the photography+mountains overlap without committing.",2026-05-04T18:35:14.456584
52,48,adventure-group-long-term,1,1,11700,0,YES,2,75.0,"Lawrence: festivals, hiking, road trips, countryside+mountains, adventure, budget, flexible, ambivert, group, backpacking — festivals, hiking, road trips and mountains+countryside all align. Budget gap (moderate vs budget) mild. Strong YES.",2026-05-04T18:36:19.664456
52,39,adventure-group-long-term,1,1,10200,0,YES,2,73.0,"Gianna: food, hostels, photography, road trips, countryside+mountains, adventure, moderate, flexible, extrovert — road trips, mountains, adventure and moderate budget align well. Photography and food are added shared interests. YES.",2026-05-04T18:37:36.785907
52,50,adventure-group-long-term,1,1,17100,1,SUPER_LIKE,3,89.0,"Remy: extreme sports, hiking, road trips, countryside+mountains, adventure, moderate, flexible, extrovert, group, long-term — near-perfect match. Shared hiking, road trips, mountains, moderate budget, group long-term adventure. Max dwell, saved, SUPER_LIKE.",2026-05-04T18:39:19.044710
52,43,adventure-group-long-term,0,0,0,0,NO,0,26.0,"Heaven: luxury, city-break, cafe/city walks, hiking, photography, solo — luxury city solo vs Jakob's moderate outdoor group adventure. Budget and format misalign significantly. Skip.",2026-05-04T18:40:14.369093
52,34,adventure-group-long-term,0,0,0,0,NO,0,18.0,"Jamie: budget, beach/nightlife/festivals/party, city-break, group — party beach city scene vs Jakob's outdoor mountain adventure. Festivals are shared but the overall travel DNA is too different. Skip.",2026-05-04T18:41:16.210957
50,39,adventure-road-group,1,1,9200,0,YES,2,72.0,"Gianna: food, hostels, photography, road trips, countryside+mountains, adventure, moderate, flexible, extrovert, solo backpacker — road trips, mountains, adventure and moderate budget align strongly. Extrovert shared energy. Solo vs group is mild friction. YES.",2026-05-04T18:43:24.339504
51,43,budget-adventure-group,0,0,0,0,NO,0,24.0,"Heaven: luxury, cafe/city walks, city-break, solo, long-term — luxury city solo vs Kiara's budget outdoor group adventure. Budget and destination are both deal-breakers. Skip.",2026-05-04T18:43:38.415661
